release_date,title,website_title,cleaned_website_title,final_title
2004-04-02,hellboy,hellboy,hellboy,hellboy
1998-03-05,a_civil_action,https://www.rottentomatoes.com/m/a_civil_action,civil_action,civil_action
2012-08-03,paranorman,paranorman,paranorman,paranorman
1997-11-14,the_jackal,https://www.rottentomatoes.com/m/the_jackal,jackal,jackal
2003-12-25,paycheck,paycheck,paycheck,paycheck
1996-03-01,up_close__personal,https://www.rottentomatoes.com/m/up_close__personal,up_close_and_personal,up_close_and_personal
2008-12-19,the_tale_of_despereaux,https://www.rottentomatoes.com/m/the_tale_of_despereaux,tale_of_despereaux,tale_of_despereaux
2002-09-27,the_tuxedo,https://www.rottentomatoes.com/m/the_tuxedo,tuxedo,tuxedo
1995-07-13,under_siege_2_dark_territory,under_siege_2_dark_territory,under_siege_2_dark_territory,under_siege_2_dark_territory
2014-01-15,jack_ryan_shadow_recruit,jack_ryan_shadow_recruit,jack_ryan_shadow_recruit,jack_ryan_shadow_recruit
2015-12-24,joy,joy,joy,joy
2016-03-02,london_has_fallen,london_has_fallen,london_has_fallen,london_has_fallen
1997-11-12,alien_resurrection,alien_resurrection,alien_resurrection,alien_resurrection
2007-03-22,shooter,shooter,shooter,shooter
2014-09-10,the_boxtrolls,the_boxtrolls,the_boxtrolls,the_boxtrolls
1998-10-16,practical_magic,practical_magic,practical_magic,practical_magic
2014-02-06,the_lego_movie,the_lego_movie,the_lego_movie,the_lego_movie
2005-03-11,miss_congeniality_2_armed_and_fabulous,miss_congeniality_2_armed_and_fabulous,miss_congeniality_2_armed_and_fabulous,miss_congeniality_2_armed_and_fabulous
2002-07-12,reign_of_fire,reign_of_fire,reign_of_fire,reign_of_fire
2013-01-10,gangster_squad,https://www.rottentomatoes.com/m/gangster_squad,gangster_squad_2012,gangster_squad_2012
2009-06-18,year_one,year_one,year_one,year_one
2009-12-10,invictus,invictus,invictus,invictus
2009-04-17,state_of_play,https://www.rottentomatoes.com/m/state_of_play,1193230-state_of_play,1193230-state_of_play
2009-03-19,duplicity,duplicity,duplicity,duplicity
1999-02-11,my_favorite_martian,my_favorite_martian,my_favorite_martian,my_favorite_martian
2006-04-19,the_sentinel,https://www.rottentomatoes.com/m/the_sentinel,sentinel,sentinel
2009-11-19,planet_51,planet_51,planet_51,planet_51
2002-12-13,star_trek_nemesis,star_trek_nemesis,star_trek_nemesis,star_trek_nemesis
2003-09-02,intolerable_cruelty,intolerable_cruelty,intolerable_cruelty,intolerable_cruelty
2012-09-21,trouble_with_the_curve,trouble_with_the_curve,trouble_with_the_curve,trouble_with_the_curve
2010-01-29,edge_of_darkness,edge_of_darkness,edge_of_darkness,edge_of_darkness
1997-01-10,the_relic,the_relic,the_relic,the_relic
2002-12-06,analyze_that,analyze_that,analyze_that,analyze_that
2008-09-11,righteous_kill,righteous_kill,righteous_kill,righteous_kill
1998-04-03,mercury_rising,mercury_rising,mercury_rising,mercury_rising
2009-04-24,the_soloist,https://www.rottentomatoes.com/m/the_soloist,soloist,soloist
2000-11-02,the_legend_of_bagger_vance,https://www.rottentomatoes.com/m/the_legend_of_bagger_vance,legend_of_bagger_vance,legend_of_bagger_vance
2000-09-15,almost_famous,almost_famous,almost_famous,almost_famous
2006-06-15,garfield_a_tail_of_two_kitties,https://www.rottentomatoes.com/m/garfield_a_tail_of_two_kitties,garfield_2,garfield_2
2005-04-27,xxx_state_of_the_union,xxx_state_of_the_union,xxx_state_of_the_union,xxx_state_of_the_union
2011-05-05,priest,priest,priest,priest
2003-07-02,sinbad_legend_of_the_seven_seas,sinbad_legend_of_the_seven_seas,sinbad_legend_of_the_seven_seas,sinbad_legend_of_the_seven_seas
1997-08-15,event_horizon,event_horizon,event_horizon,event_horizon
2002-02-22,dragonfly,dragonfly,dragonfly,dragonfly
2006-09-15,the_black_dahlia,https://www.rottentomatoes.com/m/the_black_dahlia,black_dahlia,black_dahlia
2006-09-22,flyboys,flyboys,flyboys,flyboys
2001-10-19,the_last_castle,https://www.rottentomatoes.com/m/the_last_castle,last_castle,last_castle
2000-01-14,supernova,supernova,supernova,supernova
2014-02-13,winters_tale,https://www.rottentomatoes.com/m/winters_tale,winters_tale_2014,winters_tale_2014
2013-08-21,the_mortal_instruments_city_of_bones,the_mortal_instruments_city_of_bones,the_mortal_instruments_city_of_bones,the_mortal_instruments_city_of_bones
2008-07-08,meet_dave,meet_dave,meet_dave,meet_dave
2005-06-27,dark_water,dark_water,dark_water,dark_water
1999-03-26,edtv,edtv,edtv,edtv
2008-12-11,inkheart,inkheart,inkheart,inkheart
2008-12-25,the_spirit,the_spirit,the_spirit,the_spirit
2015-01-21,mortdecai,mortdecai,mortdecai,mortdecai
2007-11-29,in_the_name_of_the_king_a_dungeon_siege_tale,in_the_name_of_the_king_a_dungeon_siege_tale,in_the_name_of_the_king_a_dungeon_siege_tale,in_the_name_of_the_king_a_dungeon_siege_tale
2003-10-23,beyond_borders,beyond_borders,beyond_borders,beyond_borders
2005-08-12,the_great_raid,https://www.rottentomatoes.com/m/the_great_raid,great_raid,great_raid
2016-02-09,deadpool,deadpool,deadpool,deadpool
1998-10-08,holy_man,holy_man,holy_man,holy_man
2014-12-11,american_sniper,american_sniper,american_sniper,american_sniper
2015-08-05,goosebumps,https://www.rottentomatoes.com/m/goosebumps,goosebumps_2015,goosebumps_2015
2005-09-16,just_like_heaven,just_like_heaven,just_like_heaven,just_like_heaven
2000-04-28,the_flintstones_in_viva_rock_vegas,the_flintstones_in_viva_rock_vegas,the_flintstones_in_viva_rock_vegas,the_flintstones_in_viva_rock_vegas
1988-05-24,rambo_iii,rambo_iii,rambo_iii,rambo_iii
2008-03-24,leatherheads,leatherheads,leatherheads,leatherheads
2015-12-11,the_ridiculous_6,the_ridiculous_6,the_ridiculous_6,the_ridiculous_6
2009-12-17,did_you_hear_about_the_morgans,https://www.rottentomatoes.com/m/did_you_hear_about_the_morgans,1213718-did_you_hear_about_the_morgans,1213718-did_you_hear_about_the_morgans
2013-06-07,the_internship,the_internship,the_internship,the_internship
2010-09-09,resident_evil_afterlife,resident_evil_afterlife,resident_evil_afterlife,resident_evil_afterlife
2012-01-19,red_tails,red_tails,red_tails,red_tails
1997-10-17,the_devils_advocate,the_devils_advocate,the_devils_advocate,the_devils_advocate
2012-06-14,thats_my_boy,thats_my_boy,thats_my_boy,thats_my_boy
1996-05-31,dragonheart,dragonheart,dragonheart,dragonheart
2004-11-12,after_the_sunset,after_the_sunset,after_the_sunset,after_the_sunset
2011-12-10,ghost_rider_spirit_of_vengeance,ghost_rider_spirit_of_vengeance,ghost_rider_spirit_of_vengeance,ghost_rider_spirit_of_vengeance
2001-08-17,captain_corellis_mandolin,captain_corellis_mandolin,captain_corellis_mandolin,captain_corellis_mandolin
2005-03-04,the_pacifier,https://www.rottentomatoes.com/m/the_pacifier,pacifier,pacifier
2004-04-02,walking_tall,walking_tall,walking_tall,walking_tall
1994-07-06,forrest_gump,forrest_gump,forrest_gump,forrest_gump
2007-12-13,alvin_and_the_chipmunks,https://www.rottentomatoes.com/m/alvin_and_the_chipmunks,1184827-alvin_and_the_chipmunks,1184827-alvin_and_the_chipmunks
2000-10-06,meet_the_parents,meet_the_parents,meet_the_parents,meet_the_parents
1995-06-14,pocahontas,https://www.rottentomatoes.com/m/pocahontas,1063452-pocahontas,1063452-pocahontas
1978-12-13,superman,https://www.rottentomatoes.com/m/superman,superman_the_movie,superman_the_movie
1996-06-26,the_nutty_professor,the_nutty_professor,the_nutty_professor,the_nutty_professor
2005-02-10,hitch,hitch,hitch,hitch
1997-07-15,george_of_the_jungle,https://www.rottentomatoes.com/m/george_of_the_jungle,1077847-george_of_the_jungle,1077847-george_of_the_jungle
2003-08-01,american_wedding,american_wedding,american_wedding,american_wedding
2013-10-10,captain_phillips,captain_phillips,captain_phillips,captain_phillips
2010-04-08,date_night,date_night,date_night,date_night
1995-05-26,casper,casper,casper,casper
2014-09-24,the_equalizer,the_equalizer,the_equalizer,the_equalizer
2002-12-13,maid_in_manhattan,maid_in_manhattan,maid_in_manhattan,maid_in_manhattan
1995-05-12,crimson_tide,crimson_tide,crimson_tide,crimson_tide
2006-12-14,the_pursuit_of_happyness,https://www.rottentomatoes.com/m/the_pursuit_of_happyness,pursuit_of_happyness,pursuit_of_happyness
2005-09-22,flightplan,flightplan,flightplan,flightplan
1994-12-09,disclosure,disclosure,disclosure,disclosure
1998-04-10,city_of_angels,city_of_angels,city_of_angels,city_of_angels
2003-10-10,kill_bill_vol_1,kill_bill_vol_1,kill_bill_vol_1,kill_bill_vol_1
1999-08-12,bowfinger,bowfinger,bowfinger,bowfinger
2004-04-16,kill_bill_vol_2,kill_bill_vol_2,kill_bill_vol_2,kill_bill_vol_2
1989-12-22,tango__cash,https://www.rottentomatoes.com/m/tango__cash,tango_and_cash,tango_and_cash
1992-07-30,death_becomes_her,death_becomes_her,death_becomes_her,death_becomes_her
2000-05-26,shanghai_noon,shanghai_noon,shanghai_noon,shanghai_noon
1996-03-15,executive_decision,executive_decision,executive_decision,executive_decision
2011-06-17,mr_poppers_penguins,mr_poppers_penguins,mr_poppers_penguins,mr_poppers_penguins
2008-04-18,the_forbidden_kingdom,https://www.rottentomatoes.com/m/the_forbidden_kingdom,forbidden_kingdom,forbidden_kingdom
2013-10-30,free_birds,free_birds,free_birds,free_birds
1992-05-22,alien,alien,alien,alien
1996-12-14,evita,evita,evita,evita
1998-09-25,ronin,ronin,ronin,ronin
1996-10-11,the_ghost_and_the_darkness,https://www.rottentomatoes.com/m/the_ghost_and_the_darkness,ghost_and_the_darkness,ghost_and_the_darkness
2014-11-27,paddington,https://www.rottentomatoes.com/m/paddington,paddington_2014,paddington_2014
2012-07-26,the_watch,https://www.rottentomatoes.com/m/the_watch,the_watch_2012,the_watch_2012
2003-03-11,the_hunted,the_hunted,the_hunted,the_hunted
1999-06-04,instinct,instinct,instinct,instinct
2003-12-10,stuck_on_you,stuck_on_you,stuck_on_you,stuck_on_you
2008-02-28,semi_pro,semi_pro,semi_pro,semi_pro
2012-03-12,the_pirates_in_an_adventure_with_scientists,the_pirates_in_an_adventure_with_scientists,the_pirates_in_an_adventure_with_scientists,the_pirates_in_an_adventure_with_scientists
2008-01-30,changeling,changeling,changeling,changeling
1996-08-02,chain_reaction,https://www.rottentomatoes.com/m/chain_reaction,1072457-chain_reaction,1072457-chain_reaction
1996-08-15,the_fan,https://www.rottentomatoes.com/m/the_fan,1072972-fan,1072972-fan
2004-12-08,the_phantom_of_the_opera,https://www.rottentomatoes.com/m/the_phantom_of_the_opera,phantom_of_the_opera,phantom_of_the_opera
2007-09-09,elizabeth_the_golden_age,https://www.rottentomatoes.com/m/elizabeth_the_golden_age,golden_age,golden_age
2005-11-30,on_flux,https://www.rottentomatoes.com/m/on_flux,aeon_flux,aeon_flux
2003-02-21,gods_and_generals,gods_and_generals,gods_and_generals,gods_and_generals
1997-01-09,turbulence,https://www.rottentomatoes.com/m/turbulence,1074496-turbulence,1074496-turbulence
2009-06-19,imagine_that,https://www.rottentomatoes.com/m/imagine_that,1190964-imagine_that,1190964-imagine_that
2014-03-20,muppets_most_wanted,muppets_most_wanted,muppets_most_wanted,muppets_most_wanted
2004-07-23,thunderbirds,thunderbirds,thunderbirds,thunderbirds
2010-11-23,burlesque,burlesque,burlesque,burlesque
1962-06-13,lolita,https://www.rottentomatoes.com/m/lolita,1084881-lolita,1084881-lolita
2002-01-04,d_tox,d_tox,d_tox,d_tox
2002-03-22,blade_ii,blade_ii,blade_ii,blade_ii
2008-12-18,seven_pounds,seven_pounds,seven_pounds,seven_pounds
2013-01-31,bullet_to_the_head,bullet_to_the_head,bullet_to_the_head,bullet_to_the_head
1990-12-24,the_godfather_part_iii,https://www.rottentomatoes.com/m/the_godfather_part_iii,godfather_part_iii,godfather_part_iii
2005-10-06,elizabethtown,elizabethtown,elizabethtown,elizabethtown
2006-07-14,you_me_and_dupree,you_me_and_dupree,you_me_and_dupree,you_me_and_dupree
1980-12-04,superman_ii,superman_ii,superman_ii,superman_ii
2003-08-01,gigli,gigli,gigli,gigli
2006-09-10,all_the_kings_men,all_the_kings_men,all_the_kings_men,all_the_kings_men
2000-06-15,shaft,shaft,shaft,shaft
1997-11-20,anastasia,https://www.rottentomatoes.com/m/anastasia,1079818-anastasia,1079818-anastasia
2001-03-09,moulin_rouge,moulin_rouge,moulin_rouge,moulin_rouge
2001-10-30,domestic_disturbance,domestic_disturbance,domestic_disturbance,domestic_disturbance
2015-09-04,black_mass,black_mass,black_mass,black_mass
2006-10-18,flags_of_our_fathers,flags_of_our_fathers,flags_of_our_fathers,flags_of_our_fathers
2009-10-15,law_abiding_citizen,law_abiding_citizen,law_abiding_citizen,law_abiding_citizen
2007-04-06,grindhouse,grindhouse,grindhouse,grindhouse
1998-10-16,beloved,https://www.rottentomatoes.com/m/beloved,1057370-beloved,1057370-beloved
2007-05-01,lucky_you,lucky_you,lucky_you,lucky_you
2002-12-25,catch_me_if_you_can,catch_me_if_you_can,catch_me_if_you_can,catch_me_if_you_can
2012-12-19,zero_dark_thirty,zero_dark_thirty,zero_dark_thirty,zero_dark_thirty
2006-06-01,the_break_up,the_break_up,the_break_up,the_break_up
2008-07-03,mamma_mia,mamma_mia,mamma_mia,mamma_mia
2010-02-10,valentines_day,https://www.rottentomatoes.com/m/valentines_day,valentines_day_2010,valentines_day_2010
2005-08-05,the_dukes_of_hazzard,https://www.rottentomatoes.com/m/the_dukes_of_hazzard,dukes_of_hazzard,dukes_of_hazzard
1998-12-25,the_thin_red_line,https://www.rottentomatoes.com/m/the_thin_red_line,thin_red_line,https://www.rottentomatoes.com/m/thin_red_line
2011-08-05,the_change_up,the_change_up,the_change_up,the_change_up
1999-12-22,man_on_the_moon,https://www.rottentomatoes.com/m/man_on_the_moon,1093579-man_on_the_moon,1093579-man_on_the_moon
1995-11-22,casino,casino,casino,casino
2010-02-05,from_paris_with_love,from_paris_with_love,from_paris_with_love,from_paris_with_love
2003-03-28,bulletproof_monk,bulletproof_monk,bulletproof_monk,bulletproof_monk
2000-06-22,me_myself__irene,https://www.rottentomatoes.com/m/me_myself__irene,me_myself_and_irene,me_myself_and_irene
2006-08-04,barnyard,barnyard,barnyard,barnyard
2006-11-22,deck_the_halls,deck_the_halls,deck_the_halls,deck_the_halls
2009-03-15,the_twilight_saga_new_moon,the_twilight_saga_new_moon,the_twilight_saga_new_moon,the_twilight_saga_new_moon
2001-05-16,shrek,shrek,shrek,shrek
2011-03-03,the_adjustment_bureau,https://www.rottentomatoes.com/m/the_adjustment_bureau,adjustment_bureau,adjustment_bureau
1991-06-14,robin_hood_prince_of_thieves,robin_hood_prince_of_thieves,robin_hood_prince_of_thieves,robin_hood_prince_of_thieves
1996-12-06,jerry_maguire,jerry_maguire,jerry_maguire,jerry_maguire
2012-06-29,ted,https://www.rottentomatoes.com/m/ted,ted_2012,ted_2012
1997-12-19,as_good_as_it_gets,as_good_as_it_gets,as_good_as_it_gets,as_good_as_it_gets
1998-12-25,patch_adams,patch_adams,patch_adams,patch_adams
2013-12-18,anchorman_2_the_legend_continues,anchorman_2_the_legend_continues,anchorman_2_the_legend_continues,anchorman_2_the_legend_continues
2002-06-28,mr_deeds,mr_deeds,mr_deeds,mr_deeds
2011-06-08,super_8,super_8,super_8,super_8
2000-03-17,erin_brockovich,erin_brockovich,erin_brockovich,erin_brockovich
2003-02-07,how_to_lose_a_guy_in_10_days,how_to_lose_a_guy_in_10_days,how_to_lose_a_guy_in_10_days,how_to_lose_a_guy_in_10_days
2014-06-05,22_jump_street,22_jump_street,22_jump_street,22_jump_street
1994-11-11,interview_with_the_vampire,interview_with_the_vampire,interview_with_the_vampire,interview_with_the_vampire
2008-12-09,yes_man,yes_man,yes_man,yes_man
2016-06-15,central_intelligence,central_intelligence,central_intelligence,central_intelligence
1998-12-25,stepmom,stepmom,stepmom,stepmom
2015-12-25,daddys_home,daddys_home,daddys_home,daddys_home
2014-12-25,into_the_woods,https://www.rottentomatoes.com/m/into_the_woods,into_the_woods_2014,into_the_woods_2014
2006-03-23,inside_man,inside_man,inside_man,inside_man
1999-02-05,payback,https://www.rottentomatoes.com/m/payback,payback_2021,payback_2021
1995-06-09,congo,congo,congo,congo
2011-12-22,we_bought_a_zoo,we_bought_a_zoo,we_bought_a_zoo,we_bought_a_zoo
2009-03-19,knowing,knowing,knowing,knowing
2006-03-10,failure_to_launch,failure_to_launch,failure_to_launch,failure_to_launch
2005-03-17,the_ring_two,https://www.rottentomatoes.com/m/the_ring_two,ring_two,ring_two
2011-07-29,crazy_stupid_love,https://www.rottentomatoes.com/m/crazy_stupid_love,crazy_stupid_love_2011,crazy_stupid_love_2011
2004-06-10,garfield,garfield,garfield,garfield
2004-11-24,christmas_with_the_kranks,christmas_with_the_kranks,christmas_with_the_kranks,christmas_with_the_kranks
2011-09-22,moneyball,moneyball,moneyball,moneyball
1995-03-10,outbreak,outbreak,outbreak,outbreak
2014-01-26,non_stop,non_stop,non_stop,non_stop
2009-03-12,race_to_witch_mountain,race_to_witch_mountain,race_to_witch_mountain,race_to_witch_mountain
2006-03-15,v_for_vendetta,v_for_vendetta,v_for_vendetta,v_for_vendetta
2003-02-06,shanghai_knights,shanghai_knights,shanghai_knights,shanghai_knights
2006-02-10,curious_george,https://www.rottentomatoes.com/m/curious_george,1153951-curious_george,1153951-curious_george
2005-06-22,herbie_fully_loaded,herbie_fully_loaded,herbie_fully_loaded,herbie_fully_loaded
2001-09-28,dont_say_a_word,dont_say_a_word,dont_say_a_word,dont_say_a_word
2013-01-17,hansel__gretel_witch_hunters,https://www.rottentomatoes.com/m/hansel__gretel_witch_hunters,hansel_and_gretel_witch_hunters,hansel_and_gretel_witch_hunters
2002-05-10,unfaithful,unfaithful,unfaithful,unfaithful
2011-02-18,i_am_number_four,i_am_number_four,i_am_number_four,i_am_number_four
2005-11-23,syriana,syriana,syriana,syriana
2016-01-13,13_hours_the_secret_soldiers_of_benghazi,13_hours_the_secret_soldiers_of_benghazi,13_hours_the_secret_soldiers_of_benghazi,13_hours_the_secret_soldiers_of_benghazi
2014-10-01,the_book_of_life,the_book_of_life,the_book_of_life,the_book_of_life
2006-02-10,firewall,firewall,firewall,firewall
1997-02-14,absolute_power,absolute_power,absolute_power,absolute_power
1997-08-22,gi_jane,gi_jane,gi_jane,gi_jane
1997-09-12,the_game,the_game,the_game,the_game
2006-04-21,silent_hill,silent_hill,silent_hill,silent_hill
2000-08-07,the_replacements,https://www.rottentomatoes.com/m/the_replacements,replacements,replacements
2012-04-04,american_reunion,american_reunion,american_reunion,american_reunion
1998-07-29,the_negotiator,the_negotiator,the_negotiator,the_negotiator
2014-08-06,into_the_storm,into_the_storm,into_the_storm,into_the_storm
1994-05-24,beverly_hills_cop_iii,https://www.rottentomatoes.com/m/beverly_hills_cop_iii,beverly_hills_cop_3,beverly_hills_cop_3
1990-06-15,gremlins_2_the_new_batch,gremlins_2_the_new_batch,gremlins_2_the_new_batch,gremlins_2_the_new_batch
2014-10-08,the_judge,https://www.rottentomatoes.com/m/the_judge,judge,https://www.rottentomatoes.com/m/judge
1997-09-26,the_peacemaker,https://www.rottentomatoes.com/m/the_peacemaker,peacemaker,https://www.rottentomatoes.com/m/peacemaker
2004-09-10,resident_evil_apocalypse,resident_evil_apocalypse,resident_evil_apocalypse,resident_evil_apocalypse
2004-11-10,bridget_jones_the_edge_of_reason,bridget_jones_the_edge_of_reason,bridget_jones_the_edge_of_reason,bridget_jones_the_edge_of_reason
2003-10-03,out_of_time,out_of_time,out_of_time,out_of_time
1994-02-18,on_deadly_ground,on_deadly_ground,on_deadly_ground,on_deadly_ground
2005-06-10,the_adventures_of_sharkboy_and_lavagirl,https://www.rottentomatoes.com/m/the_adventures_of_sharkboy_and_lavagirl,adventures_of_sharkboy_and_lavagirl,https://www.rottentomatoes.com/m/adventures_of_sharkboy_and_lavagirl
2000-02-11,the_beach,the_beach,the_beach,the_beach
2004-05-27,raising_helen,raising_helen,raising_helen,raising_helen
2009-09-29,ninja_assassin,ninja_assassin,ninja_assassin,ninja_assassin
1999-09-17,for_love_of_the_game,for_love_of_the_game,for_love_of_the_game,for_love_of_the_game
1996-06-28,striptease,striptease,striptease,striptease
2010-06-04,marmaduke,marmaduke,marmaduke,marmaduke
2010-10-15,hereafter,hereafter,hereafter,hereafter
2002-04-19,murder_by_numbers,murder_by_numbers,murder_by_numbers,murder_by_numbers
1995-10-06,assassins,assassins,assassins,assassins
2007-02-06,hannibal_rising,hannibal_rising,hannibal_rising,hannibal_rising
1999-10-13,the_story_of_us,the_story_of_us,the_story_of_us,the_story_of_us
2013-03-22,the_host,the_host,the_host,the_host
2003-04-18,basic,basic,basic,basic
2002-08-04,blood_work,blood_work,blood_work,blood_work
2009-02-03,the_international,https://www.rottentomatoes.com/m/the_international,international,international
1996-08-09,escape_from_la,escape_from_la,escape_from_la,escape_from_la
1999-08-06,the_iron_giant,the_iron_giant,the_iron_giant,the_iron_giant
2004-12-10,the_life_aquatic_with_steve_zissou,https://www.rottentomatoes.com/m/the_life_aquatic_with_steve_zissou,life_aquatic_with_steve_zissou,https://www.rottentomatoes.com/m/life_aquatic_with_steve_zissou
2016-06-24,free_state_of_jones,free_state_of_jones,free_state_of_jones,free_state_of_jones
2003-02-21,the_life_of_david_gale,the_life_of_david_gale,the_life_of_david_gale,the_life_of_david_gale
2005-02-25,man_of_the_house,man_of_the_house,man_of_the_house,man_of_the_house
2015-03-11,run_all_night,run_all_night,run_all_night,run_all_night
2007-09-14,eastern_promises,eastern_promises,eastern_promises,eastern_promises
2005-09-30,into_the_blue,into_the_blue,into_the_blue,into_the_blue
2011-04-08,your_highness,your_highness,your_highness,your_highness
2011-09-30,dream_house,dream_house,dream_house,dream_house
1997-11-07,mad_city,mad_city,mad_city,mad_city
1994-07-01,babys_day_out,babys_day_out,babys_day_out,babys_day_out
1995-10-13,the_scarlet_letter,https://www.rottentomatoes.com/m/the_scarlet_letter,scarlet_letter,scarlet_letter
2010-05-20,fair_game,fair_game,fair_game,fair_game
2005-09-22,domino,domino,domino,domino
1995-10-13,jade,jade,jade,jade
2009-09-03,gamer,gamer,gamer,gamer
2013-02-13,beautiful_creatures,beautiful_creatures,beautiful_creatures,beautiful_creatures
2002-03-28,death_to_smoochy,death_to_smoochy,death_to_smoochy,death_to_smoochy
2016-02-06,zoolander_2,zoolander_2,zoolander_2,zoolander_2
2004-01-30,the_big_bounce,the_big_bounce,the_big_bounce,the_big_bounce
2000-03-03,what_planet_are_you_from,https://www.rottentomatoes.com/m/what_planet_are_you_from,1095351-1095351-what_planet_are_you_from,1095351-1095351-what_planet_are_you_from
2011-02-24,drive_angry,drive_angry,drive_angry,drive_angry
2009-02-27,street_fighter_the_legend_of_chun_li,street_fighter_the_legend_of_chun_li,street_fighter_the_legend_of_chun_li,street_fighter_the_legend_of_chun_li
2001-11-02,the_one,the_one,the_one,the_one
1990-07-11,the_adventures_of_ford_fairlane,https://www.rottentomatoes.com/m/the_adventures_of_ford_fairlane,adventures_of_ford_fairlane,adventures_of_ford_fairlane
2009-04-01,the_boat_that_rocked,https://www.rottentomatoes.com/m/the_boat_that_rocked,boat_that_rocked,boat_that_rocked
2000-12-27,traffic,https://www.rottentomatoes.com/m/traffic,1103281-traffic,1103281-traffic
1989-05-24,indiana_jones_and_the_last_crusade,indiana_jones_and_the_last_crusade,indiana_jones_and_the_last_crusade,indiana_jones_and_the_last_crusade
2012-09-06,anna_karenina,anna_karenina,anna_karenina,anna_karenina
2015-03-04,chappie,chappie,chappie,chappie
1999-11-04,the_bone_collector,https://www.rottentomatoes.com/m/the_bone_collector,bone_collector,bone_collector
2002-03-29,panic_room,panic_room,panic_room,panic_room
1999-09-27,three_kings,three_kings,three_kings,three_kings
2015-03-15,child_44,child_44,child_44,child_44
2001-07-30,rat_race,rat_race,rat_race,rat_race
2001-10-22,k_pax,https://www.rottentomatoes.com/m/k_pax,kpax,kpax
2001-12-25,kate__leopold,https://www.rottentomatoes.com/m/kate__leopold,kate_and_leopold,kate_and_leopold
2000-10-19,bedazzled,https://www.rottentomatoes.com/m/bedazzled,1101051-bedazzled,1101051-bedazzled
1984-12-14,the_cotton_club,https://www.rottentomatoes.com/m/the_cotton_club,cotton_club,cotton_club
2007-09-06,310_to_yuma,310_to_yuma,310_to_yuma,310_to_yuma
2014-12-16,taken_3,taken_3,taken_3,taken_3
1998-06-26,out_of_sight,https://www.rottentomatoes.com/m/out_of_sight,1083436-1083436-out_of_sight,1083436-1083436-out_of_sight
1996-06-10,the_cable_guy,https://www.rottentomatoes.com/m/the_cable_guy,cable_guy,cable_guy
1990-06-15,dick_tracy,https://www.rottentomatoes.com/m/dick_tracy,1029314-dick_tracy,1029314-dick_tracy
1999-08-06,the_thomas_crown_affair,https://www.rottentomatoes.com/m/the_thomas_crown_affair,thomas_crown_affair,thomas_crown_affair
2001-10-19,riding_in_cars_with_boys,riding_in_cars_with_boys,riding_in_cars_with_boys,riding_in_cars_with_boys
1982-10-22,first_blood,first_blood,first_blood,first_blood
2006-09-14,happily_never_after,happily_never_after,happily_never_after,happily_never_after
1996-02-23,mary_reilly,mary_reilly,mary_reilly,mary_reilly
1997-06-19,my_best_friends_wedding,my_best_friends_wedding,my_best_friends_wedding,my_best_friends_wedding
2001-07-17,americas_sweethearts,americas_sweethearts,americas_sweethearts,americas_sweethearts
2002-05-24,insomnia,insomnia,insomnia,insomnia
1996-11-21,star_trek_first_contact,star_trek_first_contact,star_trek_first_contact,star_trek_first_contact
2010-06-18,jonah_hex,jonah_hex,jonah_hex,jonah_hex
1996-07-04,courage_under_fire,courage_under_fire,courage_under_fire,courage_under_fire
1997-03-21,liar_liar,liar_liar,liar_liar,liar_liar
2016-07-13,the_infiltrator,the_infiltrator,the_infiltrator,the_infiltrator
1981-05-04,inchon,inchon,inchon,inchon
1994-05-26,the_flintstones,the_flintstones,the_flintstones,the_flintstones
2012-09-27,taken_2,taken_2,taken_2,taken_2
2003-10-24,scary_movie_3,scary_movie_3,scary_movie_3,scary_movie_3
2000-12-14,miss_congeniality,miss_congeniality,miss_congeniality,miss_congeniality
2008-07-10,journey_to_the_center_of_the_earth,journey_to_the_center_of_the_earth,journey_to_the_center_of_the_earth,journey_to_the_center_of_the_earth
2004-08-06,the_princess_diaries_2_royal_engagement,the_princess_diaries_2_royal_engagement,the_princess_diaries_2_royal_engagement,the_princess_diaries_2_royal_engagement
1993-12-16,the_pelican_brief,the_pelican_brief,the_pelican_brief,the_pelican_brief
1994-07-20,the_client,the_client,the_client,the_client
2007-12-25,the_bucket_list,the_bucket_list,the_bucket_list,the_bucket_list
1992-06-04,patriot_games,patriot_games,patriot_games,patriot_games
2005-05-13,monster_in_law,monster_in_law,monster_in_law,monster_in_law
2013-09-18,prisoners,prisoners,prisoners,prisoners
2001-10-05,training_day,training_day,training_day,training_day
1999-12-23,galaxy_quest,galaxy_quest,galaxy_quest,galaxy_quest
2001-07-04,scary_movie_2,scary_movie_2,scary_movie_2,scary_movie_2
2011-11-22,the_muppets,the_muppets,the_muppets,the_muppets
1998-08-21,blade,blade,blade,blade
2005-01-14,coach_carter,coach_carter,coach_carter,coach_carter
2002-04-07,changing_lanes,changing_lanes,changing_lanes,changing_lanes
1997-04-11,anaconda,anaconda,anaconda,anaconda
2000-07-30,coyote_ugly,coyote_ugly,coyote_ugly,coyote_ugly
2003-09-07,love_actually,love_actually,love_actually,love_actually
1998-11-25,a_bugs_life,https://www.rottentomatoes.com/m/a_bugs_life,bugs_life,bugs_life
2001-10-19,from_hell,from_hell,from_hell,from_hell
1994-10-07,the_specialist,https://www.rottentomatoes.com/m/the_specialist,specialist,specialist
1996-08-16,tin_cup,tin_cup,tin_cup,tin_cup
